Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
3062,en-doc5890-sent39,"['[Drake]', ""'s"", 'seafaring', 'career', 'continued', 'into', 'his', 'mid-fifties', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0]",[Drake] 's seafaring career continued into his mid-fifties .,PER,Drake,У сярэдзіне пяцідзесятых кар'еры [жанчына] працягвалася ў сярэдзіне пяцідзесятых гадоў.,[moški] pomorska kariera se je nadaljevala v njegovih sredih petdesetih.,Kariéra [muž]'s Seafaring Career pokračovala do jeho polovice päťdesiatych rokov.,['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3063,en-doc6430-sent44,"['The', '[Andalusian]', 'woodlands', 'have', 'been', 'much', 'altered', 'by', 'human', 'settlement', ',', 'the', 'use', 'of', 'nearly', 'all', 'of', 'the', 'best', 'land', 'for', 'farming', ',', 'and', 'frequent', 'wildfires', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The [Andalusian] woodlands have been much altered by human settlement , the use of nearly all of the best land for farming , and frequent wildfires .",LOC,Andalusian,"[паселішча] лясы былі значна зменены чалавечым паселішчам, выкарыстаннем амаль усіх лепшых зямель для сельскай гаспадаркі і частых пажараў.","[naselje] gozd je bil veliko spremenjen s človeško naseljevanjem, uporabo skoraj vseh najboljših zemljišč za kmetovanje in pogostih divjih požarov.","[obydlie] lesy boli veľmi zmenené ľudským osídlením, využívaním takmer všetkej najlepšej pôdy na poľnohospodárstvo a časté požiare.",['Case=Nom|Number=Plur'],['Case=Nom|Gender=Neut|Number=Sing'],['Case=Nom|Gender=Neut|Number=Sing']
3064,en-doc5901-sent3,"['After', 'eating', 'his', 'own', 'sons', ""'"", 'corpses', ',', '[Thyestes]', 'asked', 'an', 'oracle', 'how', 'best', 'to', 'gain', 'revenge', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","After eating his own sons ' corpses , [Thyestes] asked an oracle how best to gain revenge .",PER,Thyestes,"Пасля ўжывання ў ежу трупаў уласных сыноў, [Тыесты] спытаў у аракула, як лепш адпомсціць.","Potem ko je pojedel trupla svojih sinov, je [moški] vprašal oracle, kako se najbolje maščevati.","Po jedle vlastných mŕtvol synov sa [muž] opýtal Oracle, ako najlepšie sa pomstiť.",['Case=Nom|Gender=Masc|Number=Plur'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3066,en-doc5822-sent46,"['There', 'are', 'actually', 'two', 'versions', 'of', 'The', 'Plowman', ""'s"", 'Tale', ',', 'both', 'of', 'which', 'are', 'influenced', 'by', 'the', 'story', 'Piers', 'Plowman', ',', 'a', 'work', 'written', 'during', '[Chaucer]', ""'s"", 'lifetime', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","There are actually two versions of The Plowman 's Tale , both of which are influenced by the story Piers Plowman , a work written during [Chaucer] 's lifetime .",PER,Chaucer,"На самай справе ёсць дзве версіі казкай араты, на абедзве падвяргаюцца ўплыву гісторыі Пірс Пурамана, напісаная працай падчас жыцця [мужчына].","Pravzaprav obstajata dve različici zgodbe Plowmana, na obeh vpliva zgodba Piers Plowman, delo, napisano med [bitje].","V skutočnosti existujú dve verzie príbehu Plowmana, ktoré sú ovplyvnené príbehom Piers Plowman, dielo napísané počas života [muž].",['Case=Nom|Gender=Masc|Number=Sing'],"['Case=Nom|Gender=Neut|Number=Sing', 'Case=Nom|Gender=Neut|Number=Sing']",['Case=Nom|Gender=Masc|Number=Sing']
3067,en-doc5937-sent1,"['Today', ',', '[Hungary]', 'is', 'a', 'high-income', 'economy', ',', 'and', 'a', 'regional', 'leader', 'regarding', 'certain', 'markers', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Today , [Hungary] is a high-income economy , and a regional leader regarding certain markers .",LOC,Hungary,Сёння [вёска]-эканоміка з высокім узроўнем даходу і рэгіянальны лідэр адносна пэўных маркераў.,Danes je [vas] gospodarstvo z visokim dohodkom in regionalni vodja glede nekaterih označevalcev.,Dnes je [obydlie] ekonomikou s vysokými príjmami a regionálnym lídrom týkajúcim sa určitých markerov.,['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Neut|Number=Sing']
3069,en-doc5878-sent11,"['[Spindletop]', 'became', 'the', 'focus', 'of', 'frenzied', 'drilling', ';', 'oil', 'production', 'from', 'the', 'field', 'peaked', 'in', '1902', 'at', '17.4', 'million', 'barrels', ',', 'but', 'by', '1905', 'production', 'had', 'declined', '90', '%', 'from', 'the', 'peak', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Spindletop] became the focus of frenzied drilling ; oil production from the field peaked in 1902 at 17.4 million barrels , but by 1905 production had declined 90 % from the peak .",LOC,Spindletop,"[горад] стаў у цэнтры ўвагі шалёнага свідравання; Вытворчасць нафты з поля дасягнула свайго дасягнення ў 1902 годзе на 17,4 млн барэляў, але да 1905 г. вытворчасць знізілася на 90 % ад піка.","[kraj] je postal v središču blaznega vrtanja; Proizvodnja nafte s terena je dosegla vrhunec leta 1902 s 17,4 milijona sodčkov, vendar se je proizvodnja leta 1905 zmanjšala za 90 % z vrha.","[hrad] sa stal stredobodom horúčkovitého vŕtania; Výroba ropy z terénu vrcholila v roku 1902 na 17,4 milióna barelov, ale do roku 1905 sa výroba znížila o 90 % z vrcholu.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3070,en-doc6048-sent11,"['[Hoover]', 'graduated', 'in', '1895', 'with', 'a', 'degree', 'in', 'geology', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Hoover] graduated in 1895 with a degree in geology .,PER,Hoover,[мужчына] скончыў у 1895 годзе па ступені геалогіі.,[moški] je leta 1895 diplomiral z diplomo iz geologije.,[muž] promoval v roku 1895 s titulom v odbore geológia.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3071,en-doc5974-sent20,"['Heroin', 'trafficking', 'was', 'virtually', 'eliminated', 'in', 'the', '[U.S.]', 'during', 'World', 'War', 'II', 'due', 'to', 'temporary', 'trade', 'disruptions', 'caused', 'by', 'the', 'war', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heroin trafficking was virtually eliminated in the [U.S.] during World War II due to temporary trade disruptions caused by the war .,LOC,U.S.,"Гандаль гераінам быў практычна ліквідаваны ў [ЗША] падчас Другой сусветнай вайны з -за часовых перабояў, выкліканых вайной.","Trgovanje s heroinom je bilo v [ZDA] med drugo svetovno vojno praktično odpravljeno zaradi začasnih trgovinskih motenj, ki jih je povzročila vojna.",Obchodovanie s heroínmi bolo v [USA] počas druhej svetovej vojny prakticky eliminované v dôsledku dočasných prerušení obchodu spôsobených vojnou.,[],['Case=Nom|Gender=Fem|Number=Plur'],[]
3072,en-doc6209-sent58,"['The', 'committee', 'was', 'incensed', 'by', 'the', 'untraditional', 'proposal', ',', 'but', '[Rodin]', 'would', 'not', 'yield', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","The committee was incensed by the untraditional proposal , but [Rodin] would not yield .",PER,Rodin,"Камітэт быў раздражнёны нетрадыцыйнай прапановай, але [мужчына] не саступіў.","Odbor je bil netradicionalni predlog, vendar [moški] ne bi popustil.","Výbor bol povzbudený netradičným návrhom, ale [muž] by sa nepodarilo.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],[]
3073,en-doc6251-sent23,"['[Newton]', 'also', 'believed', 'that', 'the', 'vapors', 'given', 'off', 'by', 'comets', 'might', 'replenish', 'the', 'planets', ""'"", 'supplies', 'of', 'water', '(', 'which', 'was', 'gradually', 'being', 'converted', 'into', 'soil', 'by', 'the', 'growth', 'and', 'decay', 'of', 'plants', ')', ',', 'and', 'the', 'sun', ""'s"", 'supply', 'of', 'fuel', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Newton] also believed that the vapors given off by comets might replenish the planets ' supplies of water ( which was gradually being converted into soil by the growth and decay of plants ) , and the sun 's supply of fuel .",PER,Newton,"[мужчына] таксама лічыў, што пары, выдадзеныя каметамі, могуць папоўніць запасы вады планет (якая паступова пераўтвараецца ў глебу ростам і распадам раслін) і запас паліва Сонца.","[moški] je tudi verjel, da lahko hlapi, ki jih oddajajo kometi, napolnijo planetove zaloge vode (ki se je postopoma pretvorila v tla z rastjo in razpadom rastlin) in sončno oskrbo z gorivom.","[muž] tiež veril, že výpary vydávané kométmi môžu doplniť zásoby vody z planét (ktoré sa postupne premieňali na pôdu rastom a rozkladom rastlín) a dodávky paliva Slnka.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3074,en-doc6411-sent15,"['[Marx]', 'worked', 'as', 'a', 'radio', 'comedian', 'and', 'show', 'host', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Marx] worked as a radio comedian and show host .,PER,Marx,[мужчына] працаваў радыё -комікам і вядучым шоу.,[moški] je delal kot radijski komik in gostitelj šov.,[muž] pracoval ako rozhlasový komik a hostiteľ show.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3075,en-doc6155-sent3,"['[Chapman]', 'states', '""', 'from', 'about', 'the', 'age', 'of', 'seven', 'or', 'eight', 'I', 'used', 'to', 'be', 'an', 'avid', 'listener', 'of', 'a', 'radio', 'programme', 'called', 'The', 'Goon', 'Show', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Chapman] states "" from about the age of seven or eight I used to be an avid listener of a radio programme called The Goon Show .",PER,Chapman,"[мужчына] сцвярджае, што ""прыблізна з сямі -васьмі гадоў я раней быў заўзятым слухачом радыёпраграмы пад назвай"" Goon Show "".","[moški] navaja, ""od približno sedmih ali osmih let sem bil navdušen poslušalca radijskega programa, imenovanega The Goon Show.",[muž] uvádza „od asi siedmich alebo ôsmich rokov som bol vášnivým poslucháčom rozhlasového programu s názvom Goon Show.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3078,en-doc6136-sent6,"['The', 'Battle', 'of', 'St.', 'George', ""'s"", 'Caye', 'was', 'a', 'short', 'military', 'engagement', 'that', 'lasted', 'from', 'September', '3', '--', '10', ',', '1798', ',', 'fought', 'off', 'the', 'coast', 'of', 'what', 'is', 'now', '[Belize]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","The Battle of St. George 's Caye was a short military engagement that lasted from September 3 -- 10 , 1798 , fought off the coast of what is now [Belize] .",LOC,Belize,"Бітва пры Кайе Святога Георгія была кароткай ваеннай заручыны, якая доўжылася з 3 па 10 верасня 1798 г., змагалася ля ўзбярэжжа таго, што зараз [горад].","Bitka pri Cayeju St. Georgea je bila kratek vojaški angažma, ki je trajal od 3. do 10. septembra 1798, se je boril ob obali tistega, kar je zdaj [vas].","Bitka pri Caye St. George bola krátkym vojenským angažovanosťou, ktoré trvalo od 3. do 10. septembra 1798, bojovalo pri pobreží toho, čo je teraz [dedina].",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
3079,en-doc6230-sent49,"['It', 'is', 'likely', 'that', 'some', 'of', 'today', ""'s"", 'more', 'literal', 'titles', ',', 'such', 'as', '""', 'The', 'Stages', 'of', 'Life', '""', ',', 'were', 'not', 'given', 'by', 'the', 'artist', 'himself', ',', 'but', 'were', 'instead', 'adopted', 'during', 'one', 'of', 'the', 'revivals', 'of', 'interest', 'in', '[Friedrich]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","It is likely that some of today 's more literal titles , such as "" The Stages of Life "" , were not given by the artist himself , but were instead adopted during one of the revivals of interest in [Friedrich] .",PER,Friedrich,"Цалкам верагодна, што некаторыя з сённяшніх літаральных назваў, напрыклад, ""этапы жыцця"", не былі дадзены самім мастаком, а замест гэтага былі прыняты падчас аднаго з адраджэнняў, якія цікавяць [мужчына].","Verjetno je umetnik, ki je danes bolj dobesedni naslovi danes, umetnik ni dal sam, ampak so bili namesto tega sprejeta med enim od oživljanja, ki ga zanima [moški].","Je pravdepodobné, že niektoré z dnešných doslovnejších titulov, ako napríklad „etapy života“, nedali samotný umelec, ale namiesto toho boli prijaté počas jedného z oživení záujmu o [muž].",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3080,en-doc6313-sent111,"['The', 'relationship', 'made', 'it', 'much', 'easier', 'for', 'the', 'newcomer', 'to', 'make', 'her', 'first', 'film', ',', 'and', '[Bogart]', 'did', 'his', 'best', 'to', 'put', 'her', 'at', 'ease', 'by', 'joking', 'with', 'her', 'and', 'quietly', 'coaching', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The relationship made it much easier for the newcomer to make her first film , and [Bogart] did his best to put her at ease by joking with her and quietly coaching her .",PER,Bogart,"Адносіны значна палегчылі пачаткоўцу, каб зрабіць свой першы фільм, і [мужчына] зрабіў усё магчымае, каб паслабіць яе, жартаваўшы з ёй і спакойна трэніруючы яе.","Povezava je novinec olajšala snemanje svojega prvega filma in [moški] se je potrudil, da jo je sprostil, tako da se je šalil z njo in jo tiho treniral.","Vzťah uľahčil nováčikovi, aby vytvorila svoj prvý film, a [muž] sa snažil, aby ju dal v pohode tým, že s ňou žartoval a ticho trénoval.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3081,en-doc6134-sent4,"['[Egypt]', 'repelled', 'its', 'attackers', 'with', 'only', 'a', 'major', 'effort', ',', 'and', 'over', 'the', 'next', 'century', 'shrank', 'to', 'its', 'territorial', 'core', ',', 'its', 'central', 'authority', 'permanently', 'weakened', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Egypt] repelled its attackers with only a major effort , and over the next century shrank to its territorial core , its central authority permanently weakened .",LOC,Egypt,"[горад] адштурхнула сваіх нападнікаў толькі з вялікімі намаганнямі, і на працягу наступнага стагоддзя да яго тэрытарыяльнага ядра, цэнтральная ўлада назаўсёды аслабіла.","[kraj] je napadalce odvrnil le z velikim naporom in v naslednjem stoletju se je v svojem teritorialnem jedru zmanjšal, njegova osrednja avtoriteta je trajno oslabila.","[hrad] odrazil svojich útočníkov iba veľkým úsilím a počas budúceho storočia sa zmenšil na svoje územné jadro, jeho ústredná autorita trvalo oslabila.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3084,en-doc6276-sent27,"['[Gardner]', 'later', 'said', 'of', 'them', ':']","[2, 0, 0, 0, 0, 0]",[Gardner] later said of them :,PER,Gardner,[мужчына] пазней сказаў пра іх:,[moški] Pozneje je o njih rekel:,[muž] o nich neskôr povedal:,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3085,en-doc6141-sent2,"['The', 'German', 'offensive', 'to', 'capture', 'Stalingrad', 'proceeded', 'rapidly', 'in', 'the', 'late', 'summer', 'of', '1942', ',', 'supported', 'by', '[Luftwaffe]', 'bombing', 'which', 'reduced', 'much', 'of', 'the', 'city', 'to', 'rubble', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The German offensive to capture Stalingrad proceeded rapidly in the late summer of 1942 , supported by [Luftwaffe] bombing which reduced much of the city to rubble .",ORG,Luftwaffe,"Нямецкае наступленне за захаванне Сталінграда хутка працягвалася ў канцы лета 1942 года пры падтрымцы бамбардзіроўкі [саюз], якая скараціла большую частку горада да завалаў.","Nemška ofenziva za zajem Stalingrada je hitro nadaljevala pozno poleti 1942, podprla pa jo je bombardiranje [zaveznik], ki je velik del mesta zmanjšalo na ruševine.","Nemecká ofenzíva, ktorá zachytila ​​Stalingrada rýchlo pokračovala koncom leta 1942, podporovaná bombardovaním [Luftwaffe], ktorá znížila väčšinu mesta na trosky.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Plur']
3086,en-doc6136-sent29,"['As', 'a', 'result', ',', '[Belize]', ""'s"", 'biodiversity', 'is', 'rich', ',', 'both', 'marine', 'and', 'terrestrial', ',', 'with', 'a', 'host', 'of', 'flora', 'and', 'fauna', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","As a result , [Belize] 's biodiversity is rich , both marine and terrestrial , with a host of flora and fauna .",LOC,Belize,"У выніку біяразнастайнасць [горад] багатая, як марская, так і наземная, з мноствам флоры і фауны.","Kot rezultat tega je biotska raznovrstnost [vas] bogata, morska in kopenska, z množico flore in favne.","Výsledkom je, že biodiverzita [dedina] je bohatá, morská aj suchozemská, s množstvom flóry a fauny.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
3087,en-doc6244-sent34,"['The', 'airport', 'and', 'runway', 'were', 'surrounded', 'by', '[FBI]', 'agents', 'and', 'local', 'police', '.']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]",The airport and runway were surrounded by [FBI] agents and local police .,ORG,FBI,Аэрапорт і ўзлётна -пасадачная паласа былі акружаны агентамі [саюз] і мясцовай паліцыяй.,Letališče in vzletno -pristajalna steza sta bila obkrožena z agenti [zaveznik] in lokalno policijo.,Letisko a dráha boli obklopené agentmi [zväz] a miestnou políciou.,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3088,en-doc6048-sent53,"['It', 'marked', 'the', 'first', 'time', 'a', 'Republican', 'candidate', 'for', 'president', 'carried', '[Texas]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",It marked the first time a Republican candidate for president carried [Texas] .,LOC,Texas,Гэта адзначыла ўпершыню рэспубліканскі кандыдат у прэзідэнты [горад].,To je prvič zaznamovalo republikanski kandidat za predsednika [kraj].,Prvýkrát to znamenalo republikánsky kandidát na prezidenta [hrad].,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3089,en-doc6004-sent19,"['After', 'the', 'end', 'of', 'the', 'war', ',', '[Frankfurt]', 'regained', 'its', 'wealth', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","After the end of the war , [Frankfurt] regained its wealth .",LOC,Frankfurt,Пасля заканчэння вайны [горад] вярнуў сабе багацце.,Po koncu vojne je [kraj] ponovno pridobil svoje bogastvo.,Po skončení vojny [hrad] získal svoje bohatstvo.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3091,en-doc6060-sent10,"['Zhuyin', '(', 'also', 'called', 'bopomofo', ')', ',', 'a', 'semi-syllabary', 'is', 'still', 'widely', 'used', 'in', '[Taiwan]', ""'s"", 'elementary', 'schools', 'to', 'aid', 'standard', 'pronunciation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Zhuyin ( also called bopomofo ) , a semi-syllabary is still widely used in [Taiwan] 's elementary schools to aid standard pronunciation .",LOC,Taiwan,"Чжуйін (яго таксама называюць Бапамофа), паўссілавая па-ранейшаму шырока выкарыстоўваецца ў пачатковых школах [горад], каб дапамагчы стандартным вымаўленнем.","Zhuyin (imenovan tudi bopomofo), pol-silabarna se še vedno pogosto uporablja v osnovnih šolah [kraj] za pomoč pri standardni izgovorjavi.","Zhuyin (tiež nazývaný Bopomofo), semi-sylabary sa stále používa na základných školách [dedina] na podporu štandardnej výslovnosti.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
3092,en-doc5979-sent117,"['He', 'was', 'sold', 'to', 'the', '[Astros]', 'for', '$', '25,000', '.']","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","He was sold to the [Astros] for $ 25,000 .",ORG,Astros,Ён быў прададзены [саюз] за 25 000 долараў.,Prodali so ga [zaveznik] za 25.000 dolarjev.,Bol predaný [zväz] za 25 000 dolárov.,[],['Case=Nom|Gender=Masc|Number=Sing'],[]
3093,en-doc6374-sent6,"['Giraffes', 'have', 'been', 'used', 'as', 'examples', 'for', 'introducing', 'ideas', 'in', 'evolution', ',', 'especially', 'to', 'illustrate', 'the', 'ideas', 'of', '[Lamarck]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","Giraffes have been used as examples for introducing ideas in evolution , especially to illustrate the ideas of [Lamarck] .",PER,Lamarck,"Жырафы выкарыстоўваліся ў якасці прыкладаў для ўкаранення ідэй у эвалюцыі, асабліва для ілюстрацыі ідэй [мужчына].","Girafe so bile uporabljene kot primeri za uvajanje idej v evoluciji, zlasti za ponazoritev idej [moški].","Žirafy sa použili ako príklady na predstavenie nápadov vo vývoji, najmä na ilustráciu myšlienok [muž].",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3095,en-doc6305-sent16,"['[Barbados]', 'has', 'been', 'an', 'independent', 'country', 'since', '30', 'November', '1966', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Barbados] has been an independent country since 30 November 1966 .,LOC,Barbados,[горад] быў незалежнай краінай з 30 лістапада 1966 года.,[kraj] je neodvisna država od 30. novembra 1966.,[hrad] je nezávislá krajina od 30. novembra 1966.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3096,en-doc5937-sent165,"['The', 'counties', 'and', 'the', 'capital', 'are', 'the', '20', 'NUTS', 'third-level', 'units', 'of', '[Hungary]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",The counties and the capital are the 20 NUTS third-level units of [Hungary] .,LOC,Hungary,Акругі і сталіца-гэта 20 арэхавых падраздзяленняў трэцяга ўзроўню [вёска].,Okraj in kapital je 20 enot tretje stopnje [vas].,Kraje a hlavné mesto sú 20 orechov tretej úrovne [Maďarska].,['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Neut|Number=Plur']
3097,en-doc5845-sent52,"['What', 'set', '[Gershwin]', 'apart', 'was', 'his', 'ability', 'to', 'manipulate', 'forms', 'of', 'music', 'into', 'his', 'own', 'unique', 'voice', '.']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",What set [Gershwin] apart was his ability to manipulate forms of music into his own unique voice .,PER,Gershwin,"Тое, што аддзяляецца [мужчына], была яго здольнасць маніпуляваць формамі музыкі ў свой унікальны голас.","Kar je [moški] ločil, je bila njegova sposobnost manipuliranja z oblikami glasbe v svoj edinstven glas.","To, čo odlišovalo [muž], bola jeho schopnosť manipulovať s formami hudby do svojho jedinečného hlasu.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3098,en-doc5824-sent91,"['[Ford]', 'maintained', 'an', 'interest', 'in', 'auto', 'racing', 'from', '1901', 'to', '1913', 'and', 'began', 'his', 'involvement', 'in', 'the', 'sport', 'as', 'both', 'a', 'builder', 'and', 'a', 'driver', ',', 'later', 'turning', 'the', 'wheel', 'over', 'to', 'hired', 'drivers', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Ford] maintained an interest in auto racing from 1901 to 1913 and began his involvement in the sport as both a builder and a driver , later turning the wheel over to hired drivers .",PER,Ford,"[мужчына] захаваў цікавасць да аўта гонак з 1901 па 1913 год і пачаў займацца спортам як будаўніком, так і кіроўцам, пазней перавярнуўшы кола наёмных кіроўцаў.","[moški] je ohranil zanimanje za avtomobilske dirke od leta 1901 do 1913 in začel svojo vpletenost v šport kot graditelj in voznik, pozneje pa je kolo obrnil na najemne voznike.","[muž] si udržal záujem o automobilové preteky v rokoch 1901 až 1913 a začal svoju účasť na športe ako staviteľ aj vodič, neskôr otočil koleso na najatých vodičov.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
3099,en-doc5979-sent212,"['With', 'the', 'count', '3', '--', '2', ',', '[Rose]', 'fouled', 'one', 'off', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","With the count 3 -- 2 , [Rose] fouled one off .",PER,Rose,"З графам 3 - 2, [жанчына] парушыла адзін.",Z štetjem 3 - 2 je [moški] eno odpuščeno.,"S počtom 3 - 2, [žena] znečistil jeden z nich.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
